WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
41,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
14,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
33,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
24,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
45,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,0
22,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
36,Gregoire,Does this restaurant have a drive-through?,-100
120,Gregoire,Does this restaurant have a drive-through?,-100
25,Gregoire,Does this restaurant have a drive-through?,-100
22,Gregoire,Does this restaurant have a drive-through?,-60
9,Gregoire,Does this restaurant have a drive-through?,-100
83,Gregoire,Does this restaurant have a drive-through?,-100
74,Gregoire,Does this restaurant have a drive-through?,-80
35,Gregoire,Does this restaurant have a drive-through?,-80
48,Gregoire,Does this restaurant have a drive-through?,-60
36,Gregoire,Does this restaurant have a drive-through?,-80
47,Gregoire,Does this restaurant have a drive-through?,-100
4,Gregoire,Does this restaurant have a drive-through?,-80
20,Gregoire,Does this restaurant have a drive-through?,-100
40,Gregoire,Does this restaurant have a drive-through?,-100
49,Gregoire,Does this restaurant have a drive-through?,-60
7,Gregoire,Does this restaurant have a drive-through?,-80
73,Gregoire,Does this restaurant have a drive-through?,-80
52,Gregoire,Does this restaurant have a drive-through?,-100
9,Gregoire,Does this restaurant have a drive-through?,-100
87,Gregoire,Does this restaurant have a drive-through?,-100
8,Gregoire,Does this restaurant have a drive-through?,-100
15,Gregoire,Does this restaurant have a drive-through?,-60
51,Gregoire,Does this restaurant have a drive-through?,0
6,Gregoire,Does this restaurant have a drive-through?,-100
7,Gregoire,Does this restaurant have a drive-through?,-80
44,Gregoire,Does this restaurant have a drive-through?,-100
35,Gregoire,Does this restaurant have a drive-through?,0
201,Gregoire,Does this restaurant have a drive-through?,100
54,Gregoire,Does this restaurant have a drive-through?,0
31,Gregoire,Does this restaurant have a drive-through?,-100
17,Brazil Cafe,Does this restaurant serve Chinese food?,-100
59,Brazil Cafe,Does this restaurant serve Chinese food?,-100
17,Brazil Cafe,Does this restaurant serve Chinese food?,-100
34,Brazil Cafe,Does this restaurant serve Chinese food?,-100
31,Brazil Cafe,Does this restaurant serve Chinese food?,-80
64,Brazil Cafe,Does this restaurant serve Chinese food?,-100
9,Brazil Cafe,Does this restaurant serve Chinese food?,-100
28,Brazil Cafe,Does this restaurant serve Chinese food?,0
85,Brazil Cafe,Does this restaurant serve Chinese food?,-80
7,Brazil Cafe,Does this restaurant serve Chinese food?,-80
36,Brazil Cafe,Does this restaurant serve Chinese food?,-80
6,Brazil Cafe,Does this restaurant serve Chinese food?,-100
69,Brazil Cafe,Does this restaurant serve Chinese food?,-100
7,Brazil Cafe,Does this restaurant serve Chinese food?,-100
40,Brazil Cafe,Does this restaurant serve Chinese food?,-100
42,Brazil Cafe,Does this restaurant serve Chinese food?,-80
44,Brazil Cafe,Does this restaurant serve Chinese food?,-60
9,Brazil Cafe,Does this restaurant serve Chinese food?,-100
12,Brazil Cafe,Does this restaurant serve Chinese food?,-100
31,Brazil Cafe,Does this restaurant serve Chinese food?,-100
58,Brazil Cafe,Does this restaurant serve Chinese food?,-100
12,Brazil Cafe,Does this restaurant serve Chinese food?,0
160,Brazil Cafe,Does this restaurant serve Chinese food?,100
7,Brazil Cafe,Does this restaurant serve Chinese food?,-80
19,Brazil Cafe,Does this restaurant serve Chinese food?,-100
56,Brazil Cafe,Does this restaurant serve Chinese food?,-100
35,Brazil Cafe,Does this restaurant serve Chinese food?,100
58,Brazil Cafe,Does this restaurant serve Chinese food?,-80
17,Brazil Cafe,Does this restaurant serve Chinese food?,-100
75,Brazil Cafe,Does this restaurant serve Chinese food?,-80
48,Oliveto Restaurant,Does this restaurant serve breakfast?,100
38,Oliveto Restaurant,Does this restaurant serve breakfast?,100
27,Oliveto Restaurant,Does this restaurant serve breakfast?,80
153,Oliveto Restaurant,Does this restaurant serve breakfast?,-60
25,Oliveto Restaurant,Does this restaurant serve breakfast?,100
48,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
16,Oliveto Restaurant,Does this restaurant serve breakfast?,80
62,Oliveto Restaurant,Does this restaurant serve breakfast?,80
23,Oliveto Restaurant,Does this restaurant serve breakfast?,-80
29,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
27,Oliveto Restaurant,Does this restaurant serve breakfast?,-80
24,Oliveto Restaurant,Does this restaurant serve breakfast?,-80
13,Oliveto Restaurant,Does this restaurant serve breakfast?,80
37,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
21,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
24,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
64,Oliveto Restaurant,Does this restaurant serve breakfast?,100
73,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
75,Oliveto Restaurant,Does this restaurant serve breakfast?,-60
53,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
335,Oliveto Restaurant,Does this restaurant serve breakfast?,80
9,Oliveto Restaurant,Does this restaurant serve breakfast?,100
8,Oliveto Restaurant,Does this restaurant serve breakfast?,0
70,Oliveto Restaurant,Does this restaurant serve breakfast?,-80
39,Oliveto Restaurant,Does this restaurant serve breakfast?,100
212,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
39,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
42,Oliveto Restaurant,Does this restaurant serve breakfast?,-100
174,Oliveto Restaurant,Does this restaurant serve breakfast?,60
33,Oliveto Restaurant,Does this restaurant serve breakfast?,100
17,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
40,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
138,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
23,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
24,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
20,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
21,Vik's Chaat and Market,Is this restaurant open until midnight?,-80
61,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
42,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
13,Vik's Chaat and Market,Is this restaurant open until midnight?,-80
29,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
24,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
99,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
41,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
65,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
57,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
21,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
25,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
32,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
531,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
15,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
21,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
20,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
15,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
7,Vik's Chaat and Market,Is this restaurant open until midnight?,0
22,Vik's Chaat and Market,Is this restaurant open until midnight?,100
19,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
12,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
39,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
152,Vik's Chaat and Market,Is this restaurant open until midnight?,-100
49,Platano,Would a typical meal at this restaurant cost more than $30?,-100
15,Platano,Would a typical meal at this restaurant cost more than $30?,-80
37,Platano,Would a typical meal at this restaurant cost more than $30?,-100
26,Platano,Would a typical meal at this restaurant cost more than $30?,-60
39,Platano,Would a typical meal at this restaurant cost more than $30?,-100
158,Platano,Would a typical meal at this restaurant cost more than $30?,-100
22,Platano,Would a typical meal at this restaurant cost more than $30?,-100
19,Platano,Would a typical meal at this restaurant cost more than $30?,80
52,Platano,Would a typical meal at this restaurant cost more than $30?,-100
20,Platano,Would a typical meal at this restaurant cost more than $30?,-80
51,Platano,Would a typical meal at this restaurant cost more than $30?,100
26,Platano,Would a typical meal at this restaurant cost more than $30?,-100
41,Platano,Would a typical meal at this restaurant cost more than $30?,-80
91,Platano,Would a typical meal at this restaurant cost more than $30?,0
19,Platano,Would a typical meal at this restaurant cost more than $30?,-100
77,Platano,Would a typical meal at this restaurant cost more than $30?,-80
27,Platano,Would a typical meal at this restaurant cost more than $30?,-100
188,Platano,Would a typical meal at this restaurant cost more than $30?,-100
45,Platano,Would a typical meal at this restaurant cost more than $30?,-80
34,Platano,Would a typical meal at this restaurant cost more than $30?,-100
82,Platano,Would a typical meal at this restaurant cost more than $30?,0
27,Platano,Would a typical meal at this restaurant cost more than $30?,-80
34,Platano,Would a typical meal at this restaurant cost more than $30?,-80
85,Platano,Would a typical meal at this restaurant cost more than $30?,80
13,Platano,Would a typical meal at this restaurant cost more than $30?,60
61,Platano,Would a typical meal at this restaurant cost more than $30?,-100
32,Platano,Would a typical meal at this restaurant cost more than $30?,-80
30,Platano,Would a typical meal at this restaurant cost more than $30?,-60
47,Platano,Would a typical meal at this restaurant cost more than $30?,-100
50,Platano,Would a typical meal at this restaurant cost more than $30?,-100
119,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
76,Urbann Turbann,Does this restaurant have a romantic atmosphere?,100
58,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
85,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
32,Urbann Turbann,Does this restaurant have a romantic atmosphere?,80
5,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
19,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
15,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
6,Urbann Turbann,Does this restaurant have a romantic atmosphere?,100
8,Urbann Turbann,Does this restaurant have a romantic atmosphere?,0
21,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
34,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
32,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
70,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
34,Urbann Turbann,Does this restaurant have a romantic atmosphere?,80
27,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
423,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
33,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
29,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
19,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
10,Urbann Turbann,Does this restaurant have a romantic atmosphere?,80
56,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
6,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
209,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-100
74,Urbann Turbann,Does this restaurant have a romantic atmosphere?,-80
169,Urbann Turbann,Does this restaurant have a romantic atmosphere?,100
